username,label_flickr,label_twitter,label_youtube,exists_wikipedia,exists_flickr,exists_twitter,exists_youtube,identity_match_flickr,identity_match_twitter,identity_match_youtube,as_of_MMDDYY
drbogdan,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
drchrissy,,,,FALSE,,,FALSE,,,,110112
dreadstar,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
dreamyshade,TP,,,TRUE,TRUE,,TRUE,TRUE,,,110112
dreifgalaxym31,,,,FALSE,,,FALSE,,,,110112
driftwooddrwho,,,TN,TRUE,,TRUE,FALSE,,,,110112
drkiernan,,,,FALSE,,FALSE,FALSE,,,,110112
drmargi,,,,TRUE,,TRUE,TRUE,,,,110112
drmicro,,,,FALSE,,FALSE,,,,,110112
droll,TN,,,TRUE,FALSE,,TRUE,,,,110112
dront,,,TN,TRUE,,,FALSE,,,,110112
drummondreed,,TP,,TRUE,,TRUE,,,TRUE,,110112
dtgriscom,,,,TRUE,,,TRUE,,,,110112
dthomsen8,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
duanethomas,,,,FALSE,,,FALSE,,,,110112
duckisjammmy,,,,FALSE,,FALSE,FALSE,,,,110112
dudek1337,,,TN,TRUE,,,FALSE,,,,110112
dumbbot,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
duncanhill,,,,FALSE,,,FALSE,,,,110112
dutchmanindisguise,,,,FALSE,,,FALSE,,,,110112
dutchtreat,,,,FALSE,,FALSE,FALSE,,,,110112
dutchy85,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,120112
dvdm,,,,FALSE,,,FALSE,,,,110112
dwanyewest,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
dwergenpaartje,,,TN,TRUE,,,FALSE,,,,110112
dwightkingsbury,,,,FALSE,FALSE,,,,,,120112
dyzzet,,TP,,TRUE,,TRUE,,,TRUE,,110112
e-kartoffel,,,,FALSE,,,FALSE,,,,110112
eagles247,,TP,,TRUE,,TRUE,,,TRUE,,110112
eaglestorm,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
earth100,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
earwigbot,,,,FALSE,,,FALSE,,,,110112
easy4me,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
ebyabe,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
echetusxe,,,,FALSE,,FALSE,FALSE,,,,110112
eclecticennui,,,,FALSE,FALSE,,,,,,120112
eddiev2003,,,,FALSE,,FALSE,TRUE,,,,110112
edencole,,,,FALSE,,FALSE,FALSE,,,,110112
edgepedia,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
editor2020,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
edjohnston,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
edmon74,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
edwardlane,,,,FALSE,,FALSE,,,,,110112
edwardsbot,,,,FALSE,,,FALSE,,,,110112
edwinhj,,,,FALSE,,,TRUE,,,,110112
eeekster,,,TN,TRUE,,TRUE,FALSE,,,,110112
egghead06,,TN,,TRUE,,FALSE,TRUE,,,,110112
ehrenkater,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
ekabhishek,TP,TN,,TRUE,TRUE,FALSE,,TRUE,,,110112
ekki01,,TN,,TRUE,,FALSE,TRUE,,,,110112
ekograf,,,,FALSE,,FALSE,TRUE,,,,110112
elapro,,,,FALSE,,FALSE,,,,,110112
eldumpo,,TN,,TRUE,,FALSE,TRUE,,,,110112
eleassar,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
elekhh,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
elijahbosley,,,,FALSE,,FALSE,TRUE,,,,110112
elizium23,,TP,,TRUE,,TRUE,,,TRUE,,110112
elkevbo,,,,FALSE,FALSE,,FALSE,,,,110112
ellsworthsk,,,,FALSE,,FALSE,TRUE,,,,110112
elvenscout742,,TN,,TRUE,,FALSE,TRUE,,,,110112
elvisfan1967,,,,FALSE,FALSE,,TRUE,,,,110112
emanwilm,,,,FALSE,,FALSE,,,,,110112
emeraude,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
emerson7,,,,TRUE,,,TRUE,,,,110112
encmstr,,,,FALSE,,,FALSE,,,,110112
endalecomplex,,,,FALSE,,,FALSE,,,,110112
enemyusuar,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
eng66,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
enochbethany,,,,FALSE,,FALSE,,,,,110112
epa101,,,,TRUE,,TRUE,,,,,110112
epadmirateur,,,,FALSE,,,FALSE,,,,110112
epipelagic,TN,,,TRUE,FALSE,,TRUE,,,,110112
eraserhead1,,FP,TN,TRUE,,TRUE,FALSE,,FALSE,,110112
eric444,,,TN,TRUE,,,FALSE,,,,110112
ericcable,,,,FALSE,,,FALSE,,,,110112
ericenfermero,,,,FALSE,,,FALSE,,,,110112
ericorbit,,TP,,TRUE,,TRUE,,,TRUE,,110112
ericserge,,,,FALSE,,,FALSE,,,,110112
ericwr,,,,FALSE,,TRUE,,,FALSE,,110112
erik,,,,TRUE,,TRUE,,,,,110112
erpert,,TN,FP,TRUE,,FALSE,TRUE,,,FALSE,110112
errantx,,TP,,TRUE,,TRUE,,,TRUE,,110112
esanchez7587,,TP,,TRUE,,TRUE,,,TRUE,,110112
esowteric,,TP,,TRUE,,TRUE,,,TRUE,,110112
esprqii,,,TN,TRUE,,,FALSE,,,,110112
esw01407,,TN,,TRUE,,FALSE,TRUE,,,,110112
etlamborghini,,,,FALSE,,,FALSE,,,,110112
etrusko25,,,TN,TRUE,,,FALSE,,,,110112
euchrid,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
eug,,FP,,TRUE,,TRUE,,,FALSE,,110112
evaders99,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
evan1975,,TP,,TRUE,,TRUE,,,TRUE,,120112
evanh2008,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
expyb,,,,FALSE,FALSE,,,,,,110112
ezhiki,,TN,,TRUE,,FALSE,TRUE,,,,110112
faan72,,,TN,TRUE,,,FALSE,,,,110112
fabregas0414,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
factstraight,,,,FALSE,FALSE,,FALSE,,,,120112
fadesga,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
fanf,,TP,,TRUE,,TRUE,,,TRUE,,110112
fanofpopmusic,,,,FALSE,FALSE,FALSE,,,,,110112
farolif,,,TN,TRUE,,,FALSE,,,,110112
farsight001,,,TP,TRUE,,,TRUE,,,TRUE,110112
favonian,,,TN,TRUE,,TRUE,FALSE,,,,120112
fconaway,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
feanorstar7,,,,FALSE,FALSE,,FALSE,,,,110112
fergusm1970,,,,FALSE,,,FALSE,,,,110112
feydhuxtable,,,,FALSE,,,TRUE,,,,110112
fflixx7481,,,,FALSE,,,FALSE,,,,110112
fiachrabyrne,,,,FALSE,FALSE,,FALSE,,,,110112
finetooth,,,TN,TRUE,,,FALSE,,,,110112
fisherqueen,,,,FALSE,,FALSE,TRUE,,,,110112
fkpcascais,,,,FALSE,,,FALSE,,,,110112
flameeyes,,TP,,TRUE,,TRUE,,,TRUE,,110112
flax5,,,TN,TRUE,,TRUE,FALSE,,,,110112
fletcher,,,,TRUE,,TRUE,,,,,110112
flyer22,,TN,,TRUE,TRUE,FALSE,TRUE,,,,110112
flyte35,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
fma12,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
focusandlearn,,,,FALSE,,,FALSE,,,,110112
fogdevil,,,,FALSE,FALSE,,,,,,120112
foofy,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,120112
formerip,,,,FALSE,FALSE,,,,,,120112
fortdj33,,TN,TP,TRUE,,FALSE,TRUE,,,TRUE,110112
fortguy,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
fotophest,,,,FALSE,,FALSE,,,,,110112
fpatl,,,,FALSE,FALSE,,,,,,120112
frankie,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
frecklefoot,,FP,,TRUE,,TRUE,,,FALSE,,110112
fred.pendleton,,,,FALSE,FALSE,FALSE,,,,,120112
fredddie,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
fredlyfish4,,,TP,TRUE,,,TRUE,,,TRUE,110112
freerangefrog,,,,FALSE,FALSE,,FALSE,,,,110112
freewaydan,,,,FALSE,,FALSE,,,,,110112
freewol,,,,TRUE,,,TRUE,,,,110112
frenchisawesome,,,,FALSE,,,FALSE,,,,110112
freshcorp619,,,,FALSE,,FALSE,,,,,110112
freshh,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
frietjes,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
friginator,,,,TRUE,,,TRUE,,,,110112
froggerlaura,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
froid,,TN,,TRUE,,FALSE,TRUE,,,,110112
fruitmonkey,,,,FALSE,,FALSE,FALSE,,,,110112
fuelsaver,,,TN,TRUE,,,FALSE,,,,110112
funandtrvl,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
funkmonk,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
funkycanute,,,,FALSE,,FALSE,,,,,110112
funnyfarmofdoom,,,TN,TRUE,,,FALSE,,,,110112
funnysheep,,,TN,TRUE,,,FALSE,,,,110112
furrysings,,,,FALSE,FALSE,FALSE,,,,,110112
fylbecatulous,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
fyzixfighter,,,,FALSE,FALSE,,,,,,110112
gabbe,,,TN,TRUE,,,FALSE,,,,110112
gabeiglesia,,,,FALSE,,FALSE,TRUE,,,,110112
gadfium,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
gadget850,,TN,,TRUE,,FALSE,TRUE,,,,110112
gageskidmore,,,,FALSE,,,FALSE,,,,110112
galassi,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
gamaliel,,,,TRUE,,,TRUE,,,,110112
gamingwithstatoke,,,,FALSE,,FALSE,TRUE,,,,110112
gandydancer,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
garik,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
gathrawnigf,,,,FALSE,,FALSE,,,,,110112
gavbadger,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
gcstackmoney,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
gdandsnahb,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
gearedbull,,,,FALSE,,,FALSE,,,,110112
geni,,FP,TN,TRUE,,TRUE,FALSE,,FALSE,,110112
genquest,,,,FALSE,,,FALSE,,,,110112
gentlemanghost,,,,FALSE,,,FALSE,,,,110112
georghh,,,,FALSE,FALSE,,,,,,120112
gfhandel,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
ghmyrtle,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
giants2008,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
giantsnowman,,,,FALSE,,FALSE,TRUE,,,,110112
gigemag76,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
giggett,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
gilabrand,,TN,,TRUE,,FALSE,TRUE,,,,110112
gilderien,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
gilgamesh,,,,TRUE,,,TRUE,,,,110112
gimlidotnet,,,,FALSE,,FALSE,,,,,110112
ginkgo100,,TP,,TRUE,,TRUE,,,TRUE,,110112
glacier109,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
glaucus,,,,TRUE,,,TRUE,,,,110112
glidermaven,,,,FALSE,,,FALSE,,,,110112
glimmer721,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
glrx,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
gnangarra,,,,TRUE,,,TRUE,,,,110112
gnozaki,,,,FALSE,,,FALSE,,,,110112
gobonobo,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
goingbatty,,,,FALSE,,FALSE,FALSE,,,,110112
golbez,,,,TRUE,,TRUE,TRUE,,,,110112
goldman60,,,,TRUE,,TRUE,,,,,110112
goldringchip,,,,FALSE,,FALSE,,,,,110112
gonzaka,,,TN,TRUE,,TRUE,FALSE,,,,110112
gonzalochileno,,,,TRUE,,,TRUE,,,,110112
goodnightmush,,,TN,TRUE,,,FALSE,,,,110112
goodraise,,TN,,TRUE,,FALSE,TRUE,,,,110112
gopurplengold24,,,,FALSE,FALSE,FALSE,,,,,110112
goran.s2,,,,FALSE,,,FALSE,,,,110112
gphemsley,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,120112
graemeleggett,,,,FALSE,,FALSE,FALSE,,,,110112
graham1973,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
graham87,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
grahamcolm,,,,FALSE,,FALSE,,,,,110112
grahamhardy,,,,FALSE,,FALSE,FALSE,,,,110112
grammarxxx,,,TN,TRUE,,,FALSE,,,,110112
granddrake,,,,FALSE,,,TRUE,,,,110112
grandpallama,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
grayfullbuster,,,,FALSE,,,FALSE,,,,110112
great50,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
greatorangepumpkin,,,,FALSE,,FALSE,,,,,110112
gregbard,TN,,,TRUE,FALSE,,TRUE,,,,120112
gregjackp,,,,FALSE,,FALSE,,,,,110112
greglocock,,,TN,TRUE,,,FALSE,,,,110112
gregorb,,,,FALSE,,FALSE,TRUE,,,,110112
greyshark09,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
grolltech,TN,,,TRUE,FALSE,,TRUE,,,,120112
grouchopython,,,,FALSE,FALSE,,,,,,120112
groveguy,,,,FALSE,,,FALSE,,,,120112
gsk,,,TN,TRUE,,TRUE,FALSE,,,,120112
gtho,,,,FALSE,,,FALSE,,,,110112
gtwfan52,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
guanaco55,,,TN,TRUE,,,FALSE,,,,120112
guest2625,,TN,,TRUE,,FALSE,TRUE,,,,110112
guilhermesoccer,,,,FALSE,,FALSE,,,,,110112
guillaumetell,,,,FALSE,,FALSE,,,,,110112
gulbenk,,TN,,TRUE,,FALSE,TRUE,,,,110112
gusf,,FP,TP,TRUE,,TRUE,TRUE,,FALSE,TRUE,110112
gwickwire,,,,TRUE,,,TRUE,,,,110112
gwillhickers,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
hack,,,,TRUE,,TRUE,TRUE,,,,110112
hadji87,,,TN,TRUE,,,FALSE,,,,110112
hair,,,TN,TRUE,,,FALSE,,,,110112
hairhorn,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
hairywombat,,,,FALSE,,,FALSE,,,,110112
hamiltonstone,,FP,,TRUE,,TRUE,TRUE,,FALSE,,110112
hammerfilmfan,,,,FALSE,FALSE,,TRUE,,,,110112
hammersoft,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
handsomefella,,,,FALSE,,FALSE,FALSE,,,,110112
hangingcurve,,,,FALSE,FALSE,,TRUE,,,,110112
hansm,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
happywaldo,,,,FALSE,,,FALSE,,,,110112
harfarhs,,,,TRUE,,,TRUE,,,,110112
haruhifannumber1,,,,FALSE,FALSE,,,,,,120112
hassocks5489,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
hasteur,,TP,,TRUE,,TRUE,,,TRUE,,110112
hawkeye7,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
hazard-sj,,,,FALSE,,,FALSE,,,,110112
hbp77,,,,FALSE,FALSE,,,,,,120112
hchc2009,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
hcobb,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
headlessmaster,,,,FALSE,,FALSE,,,,,110112
heatherawalls,,,TN,TRUE,,,FALSE,,,,110112
hectormoffet,,,,FALSE,,FALSE,FALSE,,,,110112
hektor,,,,TRUE,,,TRUE,,,,110112
helloannyong,,,,FALSE,,,FALSE,,,,110112
helvetica,,,,TRUE,,TRUE,,,,,110112
hergilei,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
hertz1888,,TN,,TRUE,,FALSE,TRUE,,,,110112
hex,TN,TP,TN,TRUE,FALSE,TRUE,FALSE,,TRUE,,120112
hhaeckel,,,,FALSE,,,FALSE,,,,110112
hib2bornot2b,,TP,,TRUE,,TRUE,,,TRUE,,110112
hidecchi001,,,,FALSE,,FALSE,TRUE,,,,110112
highking,,,,FALSE,,,FALSE,,,,110112
hipolitopichardo,,,,FALSE,,,FALSE,,,,110112
hippo43,,,TN,TRUE,,,FALSE,,,,110112
hkcagu,,,,FALSE,,FALSE,,,,,110112
hmains,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
hmman,,,,FALSE,,FALSE,,,,,110112
holdenv8,TP,,,TRUE,TRUE,,,TRUE,,,120112
holyt,,,,FALSE,,,FALSE,,,,120112
honortheking,,,,FALSE,,FALSE,,,,,110112
horologium,,FP,,TRUE,,TRUE,,,FALSE,,110112
horrorfan121,,,,FALSE,FALSE,,FALSE,,,,110112
hotwiki,,TN,,TRUE,,FALSE,TRUE,,,,110112
hoverfish,,,TN,TRUE,,TRUE,FALSE,,,,110112
howardberry,,TP,,TRUE,,TRUE,,,TRUE,,110112
howardjwilk,,,,FALSE,,FALSE,FALSE,,,,110112
htonl,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
hu12,,TN,,TRUE,,FALSE,TRUE,,,,110112
huesatlum,,,,FALSE,,,FALSE,,,,110112
hughd,,,,FALSE,FALSE,,,,,,120112
hugo999,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
hugosworld92,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
hyacinth,FP,,TN,TRUE,TRUE,,FALSE,FALSE,,,120112
ianblair23,TN,,,TRUE,FALSE,,TRUE,,,,120112
ianmacm,,,,TRUE,,TRUE,,,,,120112
ianrootbeerdubber,,,,FALSE,,FALSE,,,,,110112
iantresman,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
iarxphd,,,,FALSE,,FALSE,FALSE,,,,110112
icebrotherhood,,,,FALSE,,FALSE,FALSE,,,,110112
icedog,,,,TRUE,,,TRUE,,,,110112
icedragon64,,,,FALSE,,,FALSE,,,,120112
icemannyr,,,TP,TRUE,,,TRUE,,,TRUE,120112
igeminix,TN,TP,,TRUE,FALSE,TRUE,,,TRUE,,120112
iiiraute,,,,FALSE,,,FALSE,,,,110112
ija,,,,TRUE,,,TRUE,,,,120112
ijontichyijontichy,,,,FALSE,,,FALSE,,,,110112
iknow23,,,TN,TRUE,,,FALSE,,,,110112
illazilla,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
imageremovalbot,,,,FALSE,,FALSE,FALSE,,,,110112
immblueversion,,TN,,TRUE,,FALSE,TRUE,,,,110112
imonoz,,,TN,TRUE,,,FALSE,,,,110112
imsop,,,,FALSE,,,FALSE,,,,110112
imzadi1979,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
indopug,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
inediblehulk,,,,FALSE,,FALSE,FALSE,,,,110112
inevercry,,,,FALSE,,FALSE,,,,,110112
infairness,,,,FALSE,,,FALSE,,,,110112
infamousprince,,,,FALSE,,FALSE,FALSE,,,,110112
ingolfson,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
inks.lwc,,,,FALSE,FALSE,,FALSE,,,,110112
inlandmamba,,,,TRUE,,,TRUE,,,,110112
insomesia,,,TN,TRUE,,TRUE,FALSE,,,,120112
inspectortiger,,,,FALSE,,FALSE,,,,,110112
instaurare,,TN,,TRUE,,FALSE,TRUE,,,,110112
intoronto1125,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
inversehypercube,,,,FALSE,,FALSE,,,,,110112
inwind,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
iqual,,,,FALSE,,FALSE,FALSE,,,,110112
ironholds,,TN,,TRUE,,FALSE,TRUE,,,,110112
ironman1104,,TP,,TRUE,,TRUE,,,TRUE,,110112
irwolfie-,,,,FALSE,,FALSE,,,,,110112
isaac.rs200,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
isavevski,,TN,,TRUE,,FALSE,TRUE,,,,110112
isleofplan,,,,FALSE,,FALSE,FALSE,,,,110112
italia2006,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
iwannaabillionaire,,TN,TP,TRUE,,FALSE,TRUE,,,TRUE,110112
izno,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
iznorepeat,,,,FALSE,,FALSE,FALSE,,,,110112
j04n,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
j3mrs,,,,FALSE,,FALSE,,,,,110112
jaan,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jabrona,,,TN,TRUE,,,FALSE,,,,120112
jac16888,,TN,,TRUE,,FALSE,TRUE,,,,110112
jackofoz,,,,FALSE,FALSE,,FALSE,,,,110112
jackshestak,,,,FALSE,,FALSE,,,,,110112
jadesnake,,,,FALSE,,,FALSE,,,,110112
jaellee,,TN,,TRUE,,FALSE,TRUE,,,,110112
jaf1970,,,,FALSE,,FALSE,,,,,120112
jaga,,FP,,TRUE,,TRUE,,,FALSE,,110112
jameboy,,,,TRUE,,,TRUE,,,,110112
jamesam,,,,FALSE,,FALSE,FALSE,,,,110112
jamesbwatson,,,,FALSE,,,FALSE,,,,110112
jameslwoodward,,,TN,TRUE,,,FALSE,,,,110112
jamesreyes,,,,FALSE,,,FALSE,,,,110112
jamikepa,,,,FALSE,,FALSE,TRUE,,,,110112
jamo2008,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
jamo58,,,TN,TRUE,,,FALSE,,,,110112
jampilot,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jane023,,,,TRUE,,TRUE,,,,,110112
jarble,,,,TRUE,,TRUE,TRUE,,,,110112
jarry1250,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jasonbres,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
jasondafaro,,,,FALSE,,,FALSE,,,,110112
jauerback,,,TN,TRUE,,,FALSE,,,,110112
javadhidden,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jayen466,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
jayj47,,,,FALSE,,,FALSE,,,,110112
jayjasper,,,,FALSE,,,FALSE,,,,110112
jb82,,,,FALSE,,FALSE,TRUE,,,,110112
jc37,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
jcbettger,,,,FALSE,,FALSE,,,,,110112
jclemens,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
jdc808,,,,FALSE,,FALSE,FALSE,,,,110112
jdforrester,,TP,,TRUE,,TRUE,,,TRUE,,110112
jeccabreen,,,TN,TRUE,,,FALSE,,,,110112
jedi94,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jeeksbeak,,,,FALSE,FALSE,,,,,,120112
jennibees,,,,FALSE,,,TRUE,,,,110112
jennie--x,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jeremy112233,,,TN,TRUE,,,FALSE,,,,120112
jesseleiman,,,,FALSE,FALSE,,,,,,120112
jesserafe,,,,FALSE,FALSE,,TRUE,,,,110112
jessesamuel,,,,TRUE,,,TRUE,,,,110112
jetblast,,,,FALSE,,FALSE,TRUE,,,,110112
jetstreamer,TN,TP,TN,TRUE,FALSE,TRUE,FALSE,,TRUE,,110112
jfhjr,,,,FALSE,,FALSE,TRUE,,,,110112
jgab12,,TP,TP,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE,110112
jhunterj,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,120112
jihadcola,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jim.henderson,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
jimp,,,,TRUE,,,TRUE,,,,110112
jimwae,,,,FALSE,,,FALSE,,,,110112
jjarichardson,,,,FALSE,,,FALSE,,,,110112
jllm06,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jmarchn,,,,TRUE,,TRUE,,,,,110112
jmh649,,TN,,TRUE,,FALSE,TRUE,,,,120112
jmj713,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,120112
jmramos0109,,,,FALSE,FALSE,,TRUE,,,,110112
joannaserah,,,,FALSE,,FALSE,FALSE,,,,110112
joao10siamun,,,,FALSE,,,FALSE,,,,110112
joefromrandb,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
johanna-hypatia,,,,FALSE,FALSE,,,,,,110112
john,,,TN,TRUE,,TRUE,FALSE,,,,120112
johnbod,,TN,,TRUE,,FALSE,TRUE,,,,110112
johncd,,,,FALSE,,FALSE,FALSE,,,,110112
johncengiz77,,,,FALSE,FALSE,,FALSE,,,,110112
johnchrysostom,,,,FALSE,FALSE,,,,,,110112
johndburger,,TP,,TRUE,,TRUE,,,TRUE,,110112
johnindc,,,,FALSE,,FALSE,FALSE,,,,110112
johnnymrninja,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
johnnyseoul,,,,FALSE,,,FALSE,,,,110112
johnpacklambert,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
johnsroberts99,,,,FALSE,,FALSE,,,,,110112
johnthorne,,,,FALSE,,,FALSE,,,,110112
johnuniq,TN,,,TRUE,FALSE,,TRUE,,,,110112
jokestress,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
jonbroxton,,,,FALSE,,,FALSE,,,,110112
joneastham,,TP,,TRUE,,TRUE,,,TRUE,,110112
jonkerz,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
jonnybonesjones,,,,FALSE,,FALSE,FALSE,,,,110112
jonrichfield,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
jonridinger,,,,FALSE,,FALSE,TRUE,,,,110112
josephdamen,,,,FALSE,,,TRUE,,,,110112
josephus37,,,TN,TRUE,,,FALSE,,,,110112
joshduffman,,,,FALSE,,,FALSE,,,,110112
joshusasori,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
jowaninpensans,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
joxemai,,,TN,TRUE,,,FALSE,,,,110112
joy,,FP,,TRUE,,TRUE,,,FALSE,,110112
jpbowen,,TP,,TRUE,,TRUE,,,TRUE,,110112
jpg-gr,,,,FALSE,,,FALSE,,,,110112
jpx7,,,,FALSE,,,TRUE,,,,110112
jrpg,,,,FALSE,,,TRUE,,,,110112
jsydel,,,,FALSE,,,FALSE,,,,110112
jtalledo,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
jtbx,,,,FALSE,,,TRUE,,,,110112
jtmoon,TP,,,TRUE,TRUE,,,TRUE,,,120112
jtrh,,,,FALSE,,FALSE,FALSE,,,,110112
junegloom07,,,,FALSE,,FALSE,FALSE,,,,110112
jusdafax,,,,TRUE,TRUE,,,,,,110112
justagal,,,,FALSE,,TRUE,FALSE,,,,110112
justinhall,,,,FALSE,,,FALSE,,,,110112
justphil,,,,FALSE,,,TRUE,,,,110112
justwong,,,,FALSE,,TRUE,,,FALSE,,110112
jwb,,,,TRUE,,,TRUE,,,,110112
jweiss11,TN,,,TRUE,FALSE,,TRUE,,,,110112
jwillbur,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
k2nr,,,,FALSE,,FALSE,TRUE,,,,110112
kaldari,TN,,,TRUE,FALSE,,TRUE,,,,110112
kaltenmeyer,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
kansascity,,,,FALSE,,FALSE,FALSE,,,,110112
